,OBJECTID,ZIP,ZIP_dbl,Weave_Zip_Census_ACS_Total_Popu,Total_Population_2011_2015_ACS,MedHomeSalePrice_2yrAvg_2005_07,MedHomeSalePrice_2yrAvg_2014_16,Chg_MedPrice_2005_07_2014_16,PctChg_MedPrice_2005_07_2014_16,AvgMoRent_2011_through_Nov,AvgMoRent_2016_through_Nov,Change_AvgMoRent_2011_2016,Pct_Change_AvgMoRent_2011_2016,Total_NegEquity_Millions_2015Q1,Total_Homes_NegEquity_2015Q1,Pct_Homes_wMortg_NegEqty_2015Q1,Total_NegEquity_Millions_2015Q2,Total_Homes_NegEquity_2015Q2,Pct_Homes_wMortg_NegEqty_2015Q2,Total_NegEquity_Millions_2016Q1,Total_Homes_NegEquity_2016Q1,Pct_Homes_wMortg_NegEqty_2016Q1,Total_NegEquity_Millions_2016Q3,Total_Homes_NegEquity_2016Q3,Pct_Homes_wMortg_NegEqty_2016Q3,GlobalID,last_edited_date
106,110,30296,30296,25840.0,27029.0,,,,,894.0,910.0,16.0,1.8,-173.5,3480.2,61.4,-158.2,3262.4,57.5,-106.4949667,2246.0,47.5,-88.1,1864.0,39.5,{3573D030-0E4B-430B-88BB-AE3CD3B25039},
107,111,30268,30268,9090.0,9682.0,,,,,1101.0,1131.0,30.0,2.7,-24.1,466.6,27.1,-26.9,483.4,28.1,-27.31626511,463.0,27.3,-23.9,343.0,20.3,{AB1B77B9-ED95-4DED-AF71-CF1A68F83F02},
108,112,30349,30349,67602.0,70334.0,165105.0,100175.0,-64930.0,-0.393,1028.0,1048.0,21.0,2.0,-418.9,6780.0,51.2,-408.2,6516.6,49.2,-323.0902965,5301.0,42.6,-272.4,4298.0,34.5,{9A37211B-0788-48D2-A068-7FA5A09143E6},
109,113,30331,30331,54094.0,61010.0,201122.0,130030.0,-71092.0,-0.353,1158.0,1185.0,27.0,2.3,-268.1,4117.4,42.1,-254.0,3832.0,39.2,-193.5588944,2813.0,33.6,-178.1,2494.0,29.8,{876C886A-3E11-41D4-B1BD-1E926D3CD269},
110,114,30127,30127,60347.0,61283.0,175074.0,170410.0,-4664.0,-0.027,1178.0,1297.0,119.0,10.1,-196.0,3407.6,22.5,-187.4,3089.4,20.4,-143.1072084,2117.0,15.2,-119.8,1439.0,10.3,{F5DF85E4-6066-4067-89B1-96F9B5F552A9},
111,115,30152,30152,40393.0,42814.0,226425.0,222979.0,-3446.0,-0.015,1442.0,1609.0,167.0,11.6,-117.8,1234.5,13.5,-114.6,1064.2,11.6,-105.3140269,878.0,9.4,-98.7,724.0,7.8,{4AF7ED14-09D7-4666-9422-495EF6B80656},
112,116,30066,30066,52936.0,52930.0,197252.0,213855.0,16603.0,0.084,1306.0,1513.0,208.0,15.9,-126.7,1467.1,11.3,-127.1,1339.1,10.3,-102.1076425,987.0,8.1,-92.0,757.0,6.2,{2DDC16E8-F3FF-48A2-ABBE-FB769404161B},
113,117,30102,30102,37470.0,37455.0,162258.0,158061.0,-4197.0,-0.026,1147.0,1299.0,152.0,13.3,-74.9,1355.7,16.3,-66.6,1077.1,12.9,-54.19980188,747.0,9.8,-54.5,568.0,7.5,{B9E8481B-A2C1-4CED-8263-A2C965E81C2D},
114,118,30168,30168,24241.0,27538.0,140289.0,97832.0,-42457.0,-0.303,1001.0,1123.0,122.0,12.2,-80.0,1554.6,43.3,-72.3,1390.1,38.7,-61.76160662,1032.0,31.0,-52.6,677.0,20.3,{B32A19DA-E53A-43A1-8A9D-5F598ED6BEC7},
115,119,30187,30187,8740.0,8880.0,,,,,1163.0,1212.0,49.0,4.3,-21.5,414.6,20.0,-23.2,393.8,19.0,-15.15127352,248.0,14.6,-14.0,224.0,13.2,{99760CF3-A88D-4A5C-A01D-B0AF5FB32C45},
116,120,30126,30126,37088.0,39105.0,234166.0,221598.0,-12568.0,-0.054,1220.0,1347.0,127.0,10.4,-219.7,2659.7,29.9,-214.3,2433.0,27.3,-196.1456466,2055.0,23.2,-179.0,1596.0,18.0,{604FC47A-941C-47F5-B920-47DCDE5AD24C},
117,121,30064,30064,46076.0,46678.0,228183.0,235630.0,7447.0,0.033,1463.0,1628.0,165.0,11.2,-131.9,1477.7,13.1,-119.4,1326.3,11.8,-107.7505846,1082.0,9.4,-98.8,819.0,7.1,{6906DE3B-2515-4A3E-AB99-AE6C4DADB4C2},
118,122,30188,30188,52380.0,57035.0,179294.0,189156.0,9862.0,0.055,1223.0,1401.0,178.0,14.6,-138.0,1974.7,14.4,-116.5,1435.4,10.5,-99.01982774,1001.0,7.7,-100.5,871.0,6.7,{22B55C85-2E38-4D6D-9DFE-527F3554A41D},
119,123,30183,30183,5282.0,5129.0,,,,,1224.0,1304.0,80.0,6.5,-9.8,139.6,12.4,-8.8,127.3,11.3,-7.46339254,104.0,10.1,-6.9,96.0,9.3,{8FA49451-FD00-4952-94FF-3ADE022BF21D},
120,124,30114,30114,49774.0,51915.0,212573.0,213327.0,754.0,0.004,1263.0,1409.0,146.0,11.6,-92.1,1463.1,14.1,-76.0,1068.7,10.3,-61.31252214,778.0,7.8,-55.5,572.0,5.7,{47705C46-F787-4A5B-A50B-155D42EB0E20},
121,125,30039,30039,41517.0,43646.0,173357.0,147679.0,-25678.0,-0.148,1172.0,1291.0,119.0,10.2,-140.7,2706.7,26.3,-132.1,2310.9,22.5,-104.6521608,1633.0,16.7,-95.4,1147.0,11.7,{BC96E58C-FB80-4A4E-B0C7-3E0214404420},
122,126,30144,30144,52252.0,53996.0,177548.0,178199.0,651.0,0.004,1204.0,1372.0,168.0,14.0,-135.4,1696.2,16.6,-135.4,1510.3,14.8,-101.071633,1014.0,11.1,-91.2,770.0,8.4,{3AF20D47-F13E-4843-AC4D-CF827E6C0A93},
123,127,30058,30058,52945.0,53971.0,137910.0,95498.0,-42412.0,-0.308,977.0,1016.0,40.0,4.0,-301.8,6237.2,53.6,-268.1,5670.3,48.7,-206.8619538,4203.0,39.0,-170.7,3126.0,29.0,{57764B99-E761-4EFF-822D-7C08BE06FE23},
124,128,30087,30087,36761.0,36403.0,182007.0,161538.0,-20469.0,-0.112,1211.0,1329.0,117.0,9.7,-177.7,3003.7,32.0,-161.7,2643.2,28.1,-118.3227088,1796.0,21.9,-92.8,1145.0,13.9,{60A4D087-5450-4664-84BB-4E295AFB6869},
125,129,30215,30215,33665.0,33614.0,242236.0,238163.0,-4073.0,-0.017,1501.0,1616.0,115.0,7.7,-117.3,1616.7,19.5,-109.2,1351.8,16.3,-89.95196634,979.0,12.9,-77.0,774.0,10.2,{09AEA64C-F6A4-4D1D-8F6A-C0AD0E449A2A},
126,130,30248,30248,23249.0,23330.0,181598.0,140953.0,-40645.0,-0.224,1127.0,1186.0,59.0,5.3,-73.7,1359.7,23.9,-69.5,1213.3,21.3,-51.87996993,882.0,16.5,-50.7,666.0,12.5,{4520D3E1-5122-41B2-80B8-11622F974438},
127,131,30213,30213,29384.0,30318.0,181338.0,147357.0,-33981.0,-0.187,1194.0,1233.0,39.0,3.3,-166.6,2936.3,44.2,-166.9,2926.7,44.0,-117.4779939,2020.0,37.1,-90.6,1438.0,26.4,{E3933149-55C5-4B31-B7C4-8C1882E2373E},
128,132,30253,30253,49380.0,53974.0,181325.0,153554.0,-27771.0,-0.153,1159.0,1228.0,70.0,6.0,-180.1,3150.2,31.7,-168.4,2844.6,28.6,-122.4414553,1989.0,21.7,-117.2,1501.0,16.4,{9D7344C5-5C45-49BC-A0DB-9988D42E2E7D},
129,133,30281,30281,66140.0,68434.0,163582.0,128391.0,-35191.0,-0.215,1082.0,1145.0,63.0,5.8,-226.5,4501.9,33.6,-204.7,4125.4,30.8,-153.9807527,2913.0,23.1,-133.9,2165.0,17.2,{33735330-8FF3-4CB2-B7A1-99ED71EC8154},
130,134,30019,30019,40447.0,45624.0,226367.0,218669.0,-7698.0,-0.034,1316.0,1491.0,175.0,13.3,-99.1,1434.3,13.9,-101.7,1287.4,12.5,-81.80598134,982.0,9.7,-70.7,759.0,7.5,{DD629DE2-01AC-4BC4-A29B-5EF26CC19A01},
131,135,30040,30040,54653.0,61657.0,231224.0,256420.0,25196.0,0.109,1447.0,1669.0,222.0,15.3,-111.2,1299.0,9.8,-112.9,1132.7,8.5,-98.86212947,912.0,7.3,-104.5,958.0,7.7,{A063F507-E011-451E-AFED-8AB3F620DCDA},
132,136,30012,30012,27258.0,27233.0,149932.0,81644.0,-68288.0,-0.455,940.0,932.0,-7.0,-0.8,-77.5,1450.8,37.3,-72.4,1372.9,35.3,-48.90701336,985.0,29.5,-41.4,789.0,23.6,{AFC4F9AE-817A-43E4-983C-3CD0FAC81D3A},
133,137,30205,30205,3061.0,3184.0,,,,,1529.0,1793.0,264.0,17.3,-7.3,88.5,12.5,-6.8,75.6,10.7,-4.19527652,57.0,9.2,-3.3,51.0,8.3,{35F33EF6-E36B-4648-B996-7161E0276FB3},
134,138,30252,30252,41428.0,41595.0,215416.0,170898.0,-44518.0,-0.207,1229.0,1308.0,78.0,6.4,-120.9,2373.4,22.9,-119.1,2170.4,21.0,-86.77270213,1540.0,15.9,-76.1,1125.0,11.6,{D3F23CBF-F303-4DDD-A39D-1267220C3AEF},
135,139,30290,30290,8286.0,8769.0,,,,,1607.0,1840.0,233.0,14.5,-44.6,406.4,19.8,-40.3,345.0,16.8,-30.50595539,259.0,13.8,-27.4,189.0,10.1,{D53131A6-72D5-42ED-A908-C9EC1B193450},
136,140,30564,30564,4463.0,3980.0,,,,,1123.0,1235.0,111.0,9.9,-5.3,89.8,10.4,-6.0,89.5,10.4,-3.3283684,60.0,9.2,-1.9,53.0,8.1,{E50D071F-1D22-49B2-998F-888982B087EE},
137,141,30141,30141,22457.0,21335.0,157116.0,136373.0,-20743.0,-0.132,1045.0,1172.0,127.0,12.2,-65.0,1436.5,27.7,-60.4,1277.9,24.6,-50.79519245,906.0,18.5,-46.7,608.0,12.4,{93774CBD-85EE-4942-AD3A-0415806E3F76},
138,142,30005,30005,34442.0,38887.0,349279.0,371710.0,22431.0,0.064,1996.0,2409.0,413.0,20.7,-71.8,543.3,7.3,-74.7,546.2,7.3,-71.61532831,461.0,6.5,-66.6,425.0,6.0,{6AF5C2DA-6A6D-4889-BC41-789EF5F4F9FE},
139,143,30041,30041,52749.0,57584.0,291768.0,296234.0,4466.0,0.015,1614.0,1883.0,269.0,16.6,-118.6,1096.0,8.3,-109.3,936.4,7.1,-99.86955133,863.0,6.8,-119.6,982.0,7.7,{7BA0B9AF-F374-4EC9-B1E6-5EB3292F0BD7},
140,144,30024,30024,64614.0,71960.0,263218.0,290349.0,27131.0,0.103,1573.0,1862.0,289.0,18.4,-144.6,1329.0,8.3,-145.5,1173.9,7.3,-136.6898531,1012.0,6.5,-129.0,916.0,5.9,{A1196E5F-88E9-4C4A-BB42-C9279AE24948},
141,145,30132,30132,34215.0,36238.0,179680.0,156973.0,-22707.0,-0.126,1114.0,1248.0,133.0,12.0,-81.1,1825.3,23.7,-73.9,1617.9,21.0,-55.1585714,966.0,13.9,-49.5,684.0,9.8,{44A8928C-A008-4ADE-8A2E-EF85FD4A11DE},
142,146,30101,30101,54373.0,57205.0,196181.0,201636.0,5455.0,0.028,1312.0,1442.0,130.0,9.9,-141.1,1898.4,14.0,-139.5,1676.7,12.4,-139.2645546,1266.0,9.7,-115.0,997.0,7.7,{FC8D01FB-1094-412A-9427-7143C70CB9BC},
143,147,30179,30179,16807.0,17899.0,126191.0,115516.0,-10675.0,-0.085,904.0,989.0,85.0,9.4,-32.0,1013.7,27.4,-29.3,900.3,24.4,-20.72496958,563.0,16.7,-20.3,445.0,13.2,{50AB7D2F-5BDE-4B40-9CA0-51A5DFDF3366},
144,148,30157,30157,45123.0,48513.0,147269.0,131792.0,-15477.0,-0.105,998.0,1125.0,127.0,12.7,-114.5,2856.3,26.1,-103.7,2410.1,22.0,-77.23297623,1569.0,15.0,-67.1,1027.0,9.8,{4FB16553-4052-405F-A48C-A1E58BF6D57D},
145,149,30180,30180,34274.0,34754.0,158486.0,136958.0,-21528.0,-0.136,1037.0,1110.0,73.0,7.0,-81.2,1794.5,24.3,-81.5,1597.6,21.7,-57.57212569,1184.0,16.5,-53.3,866.0,12.0,{008ECE5C-401E-44C4-8818-E15D950BE3EB},
146,150,30182,30182,2666.0,2712.0,,,,,902.0,934.0,32.0,3.6,-4.0,109.9,23.6,-3.1,92.8,19.9,-3.41946178,95.0,21.1,-3.5,74.0,16.4,{2654DF40-334D-4259-BC48-1CD1F63D3EBD},
147,151,30263,30263,53008.0,55013.0,152691.0,156097.0,3406.0,0.022,1079.0,1203.0,124.0,11.4,-99.0,1720.2,17.6,-89.8,1531.5,15.6,-67.39044166,1126.0,12.6,-60.2,809.0,9.0,{92B43EDE-268F-46A1-9AFA-C7C6EC06463A},
148,152,30120,30120,38085.0,39361.0,140409.0,124727.0,-15682.0,-0.112,962.0,1027.0,65.0,6.8,-50.6,1247.0,18.8,-52.7,1115.9,16.8,-35.66327533,705.0,12.8,-31.4,499.0,9.1,{F9EC75BF-72FE-4420-9312-B9204AFE78A1},
149,153,30184,30184,6847.0,7180.0,,,,,1117.0,1221.0,103.0,9.3,-13.4,265.5,17.1,-13.6,236.5,15.3,-7.28459946,149.0,11.3,-7.2,108.0,8.2,{EE44E075-BE7C-4BFB-9E99-B806EB2B8D21},
150,154,30171,30171,3491.0,3170.0,,,,,,,,,-5.1,104.2,14.6,-4.1,101.4,14.2,-3.97209507,103.0,13.4,,,,{A2EB3FDC-BF84-4F01-A443-22ABF963CFBA},
151,155,30145,30145,8378.0,7812.0,,,,,991.0,1056.0,65.0,6.6,-13.4,303.2,17.2,-12.5,235.4,13.3,-7.11045881,156.0,10.1,-7.3,138.0,9.0,{58FB015A-5290-4A8C-AB5B-1DC5B9C87BE9},
152,156,30103,30103,14781.0,16358.0,126185.0,112564.0,-13621.0,-0.108,921.0,976.0,55.0,6.0,-20.6,573.4,20.8,-23.8,579.4,21.0,-18.72019073,411.0,15.2,-18.0,305.0,11.3,{618CCDA1-E264-44A6-A315-6AA57D62BD40},
153,157,30527,30527,4043.0,4659.0,,,,,1113.0,1215.0,102.0,9.1,-5.1,111.1,13.4,-5.9,119.0,14.3,-3.77809209,92.0,11.5,-3.5,74.0,9.2,{766F4E7D-FA3D-4F11-BE68-88D12BC56BD4},
154,158,30504,30504,22463.0,23601.0,130002.0,168723.0,38721.0,0.298,976.0,1154.0,178.0,18.3,-19.6,410.4,17.5,-19.8,400.7,17.1,-18.53265377,354.0,14.9,-27.9,334.0,14.0,{CABA81C9-D25D-4C98-B706-43DEC0AE5B7A},
155,159,30566,30566,7906.0,8234.0,131934.0,120132.0,-11802.0,-0.089,964.0,1126.0,162.0,16.8,-13.5,223.3,15.6,-12.4,218.0,15.3,-9.43690773,132.0,10.2,-8.4,88.0,6.8,{65EB6EF9-625F-4167-8F4B-566F3745BFB8},
156,160,30518,30518,45211.0,48445.0,193645.0,198438.0,4793.0,0.025,1267.0,1438.0,170.0,13.5,-92.0,1240.7,12.5,-90.8,1075.3,10.8,-73.78992902,792.0,8.6,-64.6,562.0,6.1,{6F71FC35-5AA2-47B1-B0C6-D6BA5048219C},
157,161,30519,30519,39812.0,42904.0,213630.0,197606.0,-16024.0,-0.075,1302.0,1471.0,169.0,13.0,-85.7,1226.6,13.5,-84.8,1025.3,11.2,-55.75391582,676.0,7.9,-57.5,542.0,6.4,{83C98B8A-B88F-492A-83CD-DDB92C16749A},
158,162,30542,30542,31946.0,35837.0,199378.0,171521.0,-27857.0,-0.14,1167.0,1358.0,191.0,16.4,-68.5,1044.7,14.0,-71.1,978.1,13.1,-51.46249513,680.0,9.7,-51.2,552.0,7.9,{E13A32CC-AD30-4541-AD94-3F5D02FC9AD6},
159,163,30554,30554,8535.0,7456.0,,,,,967.0,1141.0,174.0,18.0,-9.1,302.4,17.9,-8.9,281.2,16.6,-6.22593297,169.0,10.8,-9.0,136.0,8.8,{602824FF-D492-449A-A57E-5A880ED5E97F},
160,164,30507,30507,28399.0,29735.0,148705.0,126710.0,-21995.0,-0.148,963.0,1138.0,175.0,18.1,-39.0,966.0,21.5,-38.4,972.3,21.7,-28.66812898,691.0,17.0,-26.1,466.0,11.4,{72030D28-4DCA-4B92-B2B1-247E2B9B6457},
161,165,30506,30506,41667.0,42886.0,196672.0,182699.0,-13973.0,-0.071,1274.0,1426.0,151.0,11.9,-90.6,1126.3,12.4,-81.8,979.3,10.8,-58.70404008,740.0,8.6,-63.3,643.0,7.5,{9998AAE5-4120-4390-AFCE-8DAEB99F4376},
162,166,30011,30011,14402.0,14600.0,176205.0,131133.0,-45072.0,-0.256,1022.0,1148.0,127.0,12.4,-30.4,702.3,20.9,-31.1,584.0,17.4,-20.36377821,376.0,10.7,-17.4,217.0,6.2,{D7CB9B86-3FAA-470D-A87F-9CC2FA5DB32E},
163,167,30620,30620,12486.0,12460.0,147633.0,135134.0,-12499.0,-0.085,1041.0,1156.0,115.0,11.1,-23.0,588.5,18.8,-20.7,444.1,14.2,-15.29596922,289.0,9.6,-14.0,199.0,6.6,{E1D86444-E658-4344-9B05-F58EC50FAB8D},
164,168,30680,30680,37837.0,40151.0,140701.0,124496.0,-16205.0,-0.115,985.0,1113.0,128.0,13.0,-56.0,1593.8,20.5,-50.8,1403.0,18.0,-33.79826479,864.0,12.0,-31.9,618.0,8.6,{44E35267-E4F4-48CB-A914-766B34C4212B},
165,169,30666,30666,8659.0,9837.0,,,,,1009.0,1131.0,122.0,12.1,-13.9,376.7,19.2,-12.1,296.1,15.1,-10.74613364,163.0,9.1,-11.7,127.0,7.1,{56992210-C6E2-443E-B486-5D9C090F05EF},
166,170,30641,30641,1810.0,1764.0,,,,,1134.0,1184.0,50.0,4.4,-2.7,56.8,14.2,-3.3,51.1,12.7,-2.64702706,40.0,8.0,-1.9,30.0,6.0,{A2D834C2-7F9B-44B8-93E1-E02D5D4AAF05},
167,171,30052,30052,59451.0,59699.0,190188.0,158538.0,-31650.0,-0.166,1200.0,1330.0,130.0,10.9,-146.1,2780.5,19.6,-135.7,2311.8,16.3,-90.06253488,1491.0,11.7,-85.7,1113.0,8.8,{2AC2A0E7-5EBC-4541-9D31-58DA5B530F75},
168,172,30655,30655,24136.0,23928.0,144145.0,132961.0,-11184.0,-0.078,977.0,1087.0,110.0,11.3,-32.0,850.8,20.4,-28.6,704.8,16.9,-20.69675511,419.0,11.5,-18.3,302.0,8.3,{D4B8C838-1A8C-47AE-ADF1-B4FA8D1539F8},
169,173,30025,30025,9270.0,9312.0,,,,,1083.0,1163.0,80.0,7.4,-16.9,359.9,19.1,-15.6,301.8,16.0,-9.21501116,205.0,12.4,-8.9,165.0,10.0,{08CAC1EE-46A1-4B2C-8515-DEAF3EBFC9F0},
170,174,30656,30656,15133.0,16036.0,160294.0,149451.0,-10843.0,-0.068,1068.0,1185.0,117.0,11.0,-29.8,647.0,18.3,-27.3,547.0,15.5,-18.67899215,395.0,11.6,-17.1,273.0,8.0,{DA3D5C1A-374F-4C04-92F1-9719348614A8},
171,175,30016,30016,51140.0,52641.0,152399.0,122107.0,-30292.0,-0.199,966.0,1010.0,44.0,4.6,-203.2,4951.1,40.7,-179.2,4385.4,36.1,-130.0573556,3149.0,28.4,-107.4,2129.0,19.2,{40ECAE36-1EAC-4F39-AD5E-BF8528E25197},
172,176,30054,30054,11985.0,11472.0,,,,,1030.0,1142.0,112.0,10.9,-23.7,508.6,20.7,-19.4,432.3,17.6,-19.63166013,384.0,16.1,-15.2,275.0,11.5,{2BC9640C-A3DE-42F0-89AE-F82FB086C563},
173,177,30014,30014,35037.0,37433.0,166019.0,126390.0,-39629.0,-0.239,934.0,996.0,62.0,6.6,-82.8,1741.2,28.3,-78.6,1545.7,25.1,-63.28410644,1140.0,19.0,-57.8,944.0,15.8,{12B56200-6E3B-4F78-A6FF-C3D9E9FFB6F6},
174,178,30680,30680,37837.0,40151.0,140701.0,124496.0,-16205.0,-0.115,985.0,1113.0,128.0,13.0,-56.0,1593.8,20.5,-50.8,1403.0,18.0,-33.79826479,864.0,12.0,-31.9,618.0,8.6,{FF47467E-0DB4-40BA-8431-27CF24D3E35A},
175,179,30055,30055,3018.0,2397.0,,,,,,,,,-4.4,134.0,19.5,-3.9,114.5,16.7,-2.80200934,77.0,11.8,,,,{2DF9831F-91FD-4EAF-AF42-15D3D5FC4F6C},
176,180,30185,30185,3892.0,3859.0,,,,,890.0,894.0,4.0,0.4,-5.2,136.3,18.9,-4.8,115.8,16.0,-3.26816743,91.0,15.6,-3.3,72.0,12.3,{65C81692-7E85-48FC-9CAF-063AB610D5B8},
177,181,30083,30083,50384.0,54845.0,133520.0,82377.0,-51143.0,-0.383,950.0,987.0,38.0,4.0,-163.0,3599.7,43.5,-148.4,3318.6,40.1,-123.2670816,2646.0,33.8,-100.3,1974.0,25.2,{EC6777D1-A1E0-4B6D-B74F-D6DE78081E58},
178,182,30548,30548,,,289627.0,247734.0,-41893.0,-0.145,1412.0,1602.0,190.0,13.5,,,,,,,,,,-21.9,220.0,5.8,{97629E11-E716-44F3-9C19-2CDA5919B4A5},
179,183,30548,30548,,,289627.0,247734.0,-41893.0,-0.145,1412.0,1602.0,190.0,13.5,,,,,,,,,,-21.9,220.0,5.8,{8AB8FC92-8BD7-477D-A4AF-29812B8D4BEA},
180,184,30517,30517,,,208238.0,196645.0,-11593.0,-0.056,1280.0,1443.0,163.0,12.8,,,,,,,,,,-22.2,234.0,7.7,{8DCF1CDD-5197-46CD-AE5F-FB52EFB6440D},
181,185,30548,30548,,,289627.0,247734.0,-41893.0,-0.145,1412.0,1602.0,190.0,13.5,,,,,,,,,,-21.9,220.0,5.8,{014759BE-371D-47E4-B5AC-EAA63757BB99},
